index,index_city,Population
1350,Lufkin,36333
1351,Pennsauken,36332
1352,Rome,36323
1353,Claremont,36283
1356,Richfield,36216
1357,Bell,36205
1358,Lewiston,36202
1359,Dunedin,36164
1360,Kendall West,36154
1361,Del Rio,36153
1362,Oakville,36143
1363,Commack,36124
1364,Menomonee Falls,36119
1365,Moorpark,36104
1366,Gadsden,36084
1367,Issaquah,36081
1369,Trumbull,36018
1370,Olive Branch,36010
1371,Mooresville,36009
1372,West Torrington,36000
1373,Willowbrook,35983
1374,Leavenworth,35980
1375,Clinton,35970
1376,Cottage Grove,35918
1377,Wildwood,35899
1379,Oregon City,35831
1380,Goldsboro,35826
1381,Manhattan Beach,35818
1382,Parkland,35803
1384,East Florence,35733
1385,Kyle,35733
1386,Kearns,35731
1387,Linton Hall,35725
1388,South Miami Heights,35696
1389,Tupelo,35680
1390,Hot Springs,35635
1391,Wildomar,35632
1392,Wentzville,35603
1394,Valrico,35545
1395,Coventry,35525
1396,Rosenberg,35510
1397,Bettendorf,35505
1398,East Point,35467
1399,Prattville,35420
1400,Ponte Vedra Beach,35400
1401,Boardman,35376
1402,Cooper City,35364
1403,Oxon Hill-Glassmanor,35355
1404,Egypt Lake-Leto,35282
1405,North Lawndale,35276
1406,Oak Creek,35243
1407,Peachtree City,35240
1408,Merrillville,35224
1409,Hot Springs National Park,35193
1411,La Porte,35148
1412,University City,35058
1413,Upper Arlington,34907
1414,Torrington,34906
1415,Beverly Hills,34869
1416,Inver Grove Heights,34857
1417,Cumberland,34843
1418,Pleasant Hill,34810
1419,Stow,34797
1420,Lauderdale Lakes,34796
1421,La Vergne,34794
1422,Winter Springs,34789
1423,Merritt Island,34743
1424,Greenpoint,34719
1425,West Little River,34699
1426,Brunswick,34689
1427,San Dimas,34630
1429,North Center,34623
1430,Queen Creek,34614
1431,Gahanna,34590
1432,Leawood,34579
1433,Owasso,34542
1434,Derry Village,34539
1436,Central Islip,34450
1437,Norristown,34412
1438,Lower West Side,34410
1439,Dyker Heights,34399
1441,Cottonwood Heights,34343
1442,Gallatin,34334
1443,Houma,34287
1444,Rubidoux,34280
1445,Collinwood,34220
1446,Glendale Heights,34208
1447,Butte,34190
1448,Dana Point,34181
1449,Benton,34177
1450,Vestavia Hills,34174
1451,La Presa,34169
1452,Oakton,34166
1453,Chester,34092
1455,Studio City,34034
1456,Salisbury,34017
1457,Riviera Beach,34005
1458,Orangevale,33960
1459,Oswego,33955
1460,El Mirage,33935
1461,West Lake Sammamish,33929
1462,Chelmsford,33925
1463,North Bel Air,33925
1464,Bay City,33917
1465,Nacogdoches,33894
1466,Shrewsbury,33893
1467,McMinnville,33892
1469,Dalton,33853
1470,Olney,33844
1471,North Providence,33835
1473,Oak Hill,33811
1474,Deer Park,33806
1475,Holland,33742
1476,Throgs Neck,33683
1477,Northbrook,33663
1478,Hilliard,33649
1479,Wenatchee,33636
1480,West Fargo,33597
1481,Fair Lawn,33597
1482,Kennesaw,33584
1486,Suitland-Silver Hill,33515
1487,Chillum,33513
1488,Foster City,33477
1489,Fairborn,33452
1490,Menlo Park,33449
1491,Chicago Loop,33442
1492,Cibolo,33433
1493,Lawndale,33430
1494,Hinesville,33398
1495,Waxahachie,33384
1496,St. Charles,33379
1497,Woodridge,33370
1498,Carrollwood,33365
1499,Elk Grove Village,33238
1500,Pekin,33223
1501,Socorro,33222
1502,Elmont,33198
1503,Adelanto,33166
1504,Tooele,33157
1505,Golden Glades,33145
1506,Marrero,33141
1508,Foothill Farms,33121
1509,Englewood,33082
1510,Copperas Cove,33081
1511,Bath Beach,33080
1512,Huntington Station,33029
1513,Seaside,33025
1514,Kearney,33021
1515,Redan,33015
1516,Manitowoc,33010
1517,Williamsburg,33000
1518,Goshen,32983
1520,Greenacres City,32963
1522,Douglasville,32897
1523,Silver Lake,32890
1524,Security-Widefield,32882
1525,University Place,32842
1526,Pullman,32816
1527,Juneau,32756
1528,West Lawn,32749
1529,Mount Lebanon,32730
1530,Alabaster,32707
1531,Farmers Branch,32689
1532,Oildale,32684
1533,La Verne,32681
1534,Mason,32662
1535,Eastpointe,32657
1536,Gillette,32649
1537,Valparaiso,32626
1538,Midvale,32613
1542,North Ridgeville,32483
1543,Petersburg,32477
1544,Ken Caryl,32438
1545,Randallstown,32430
1546,Westlake,32428
1547,Bangor,32391
1548,Clermont,32390
1549,Sun Prairie,32365
1551,Greater Grand Crossing,32346
1552,Fairbanks,32325
1553,College Park,32301
1554,Springville,32286
1555,Natick,32276
1556,Massillon,32252
1557,Walla Walla,32237
1559,Andover,32213
1560,Hopkinsville,32205
1561,Laramie,32158
1563,West Englewood,32156
1564,Bethel Park,32118
1565,Cookeville,32113
1566,Randolph,32112
1569,Montgomery Village,32032
1570,North Olmsted,32004
1571,Land O' Lakes,31996
1572,Richmond West,31973
1573,Watertown,31915
1574,Glastonbury,31876
1575,Westmont,31853
1576,Garfield,31802
1577,Laguna Hills,31748
1578,West Bend,31695
1579,Willingboro,31668
1581,Mundelein,31582
1582,Centereach,31578
1583,Mount Juliet,31540
1584,Naugatuck,31538
1585,San Luis,31520
1586,Brighton Beach,31462
1587,Michigan City,31459
1588,Dania Beach,31446
1589,Lewiston Orchards,31422
1591,Chatham,31392
1592,Navarre,31378
1593,Holly Springs,31377
1595,Brentwood Estates,31279
1596,Galesburg,31273
1599,Wheat Ridge,31192
1601,Gurnee,31056
1602,Myrtle Beach,31035
1603,Parkersburg,30991
1604,Miami Lakes,30972
1605,Saratoga,30968
1606,East Lake,30962
1607,Banning,30945
1608,Goleta,30944
1609,Lakeside,30943
1610,Long Branch,30941
1611,Fair Oaks,30912
1613,Lake Stevens,30886
1615,Radnor,30878
1616,Holladay,30864
1617,Herriman,30835
1618,South Kingstown,30826
1619,Estero,30799
1620,Ithaca,30788
1621,North Tonawanda,30785
1622,Brooklyn Center,30770
1623,Pikesville,30764
1624,New Iberia,30754
1625,Alamogordo,30753
1626,Parkville,30734
1627,Statesboro,30721
1628,Morgantown,30708
1629,Los Gatos,30705
1630,Matthews,30678
1631,Los Altos,30671
1632,Clearfield,30653
1634,Owings Mills,30622
1635,Aiken,30604
1637,Helena,30581
1639,Ballwin,30577
1640,Algonquin,30571
1641,Bel Air North,30568
1642,Newington,30562
1644,Santa Paula,30546
1645,Fallbrook,30534
1646,Eldersburg,30531
1647,Sherwood,30517
1648,Springfield Gardens,30515
1649,Lawrenceville,30493
1651,Kaysville,30472
1652,Granger,30465
1653,Burlingame,30459
1654,Post Falls,30453
1655,Liberty,30450
1656,San Pablo,30407
1657,Savage,30391
1658,Poughkeepsie,30371
1660,North Royalton,30311
1661,Chicago Heights,30284
1662,Lebanon,30262
1663,Walnut,30237
1664,Madison Heights,30198
1665,DeLand,30195
1666,Cedar City,30184
1668,West Warwick,30146
1669,Jamestown,30075
1670,New Bern,30070
1672,Cleburne,30020
1673,Winter Park,29943
1674,Carney,29941
1675,Southlake,29941
1676,San Carlos,29931
1677,Woodstock,29898
1678,East Hill-Meridian,29878
1679,Niles,29876
1680,Laplace,29872
1681,Westchester,29862
1682,Atascadero,29819
1684,Gloucester,29781
1685,Nicholasville,29754
1687,Highland Park,29743
1688,Elizabethtown,29678
1689,Austintown,29677
1690,East Palo Alto,29662
1692,Pueblo West,29637
1693,Port Chester,29620
1694,Princeton,29603
1695,Fort Hood,29589
1696,LaGrange,29588
1698,Opelika,29527
1699,Rahway,29508
1700,Middle Village,29491
1701,North Chicago,29491
1702,Morristown,29478
1703,Cheshire,29443
1704,Branford,29438
1705,Raytown,29401
1706,Fruit Cove,29362
1707,Port Huron,29330
1708,Tewksbury,29326
1709,Franklin Square,29320
1710,Oak Ridge,29302
1711,Southgate,29293
1712,East Haven,29257
1713,Upper Alton,29251
1714,Johnston,29247
1715,Atwater,29237
1716,West Falls Church,29207
1717,Williamsport,29201
1719,Fort Bragg,29183
1720,Russellville,29166
1722,Harker Heights,29142
1723,Voorhees,29131
1726,Granite City,29054
1727,Milford Mill,29042
1728,Lake in the Hills,29024
1729,Evans,29011
1731,Fort Hamilton,28966
1733,Ferry Pass,28921
1734,Kingman,28912
1735,Orcutt,28905
1737,Needham,28886
1738,Crown Point,28879
1739,Big Spring,28862
1740,Dracut,28831
1741,Schererville,28791
1742,Burton,28788
1743,Ridgecrest,28780
1744,Windsor,28778
1745,Eagle Pass,28765
1746,Agawam,28761
1747,Weatherford,28742
1748,West Elkridge,28734
1749,East Chicago,28699
1752,Socorro Mission Number 1 Colonia,28637
1753,Norwood,28602
1754,Northampton,28540
1756,Lake Magdalene,28509
1757,Perry Hall,28474
1758,Maryville,28464
1759,Hobart,28404
1760,Fresh Meadows,28397
1761,Mehlville,28380
1762,Greer,28365
1764,Harrison,28348
1765,Monterey,28338
1766,West Islip,28335
1767,Desert Hot Springs,28335
1768,American Fork,28326
1769,Central,28295
1770,Newburgh,28290
1771,Chamblee,28244
1772,Millville,28230
1773,North Andover,28222
1774,SeaTac,28215
1775,Elmira,28213
1777,Stockbridge,28202
1778,Glen Ellyn,28201
1779,Monroeville,28176
1780,Benicia,28167
1781,Fredericksburg,28118
1782,Suisun,28111
1783,Aberdeen,28102
1784,Cranberry Township,28098
1785,Garfield Heights,28097
1786,South Chicago,28095
1787,Cornelius,28092
1788,Oakdale,28080
1789,Oak Forest,28074
1790,Garner,28053
1791,Vestal,28043
1792,Drexel Hill,28043
1793,North Kingstown,28042
1794,Bella Vista,27999
1795,Melrose,27997
1797,Gramercy Park,27988
1798,Wellesley,27982
1800,Winchester,27978
1801,Slidell,27942
1802,University Heights,27935
1803,Dodge City,27912
1804,West Springfield,27912
1805,Paragould,27900
1806,Maywood,27888
1807,Seguin,27864
1808,Shirley,27854
1809,Livingston,27853
1810,Round Lake Beach,27852
1811,Frankfort,27830
1812,Sterling,27822
1814,Fountain,27767
1815,Saratoga Springs,27765
1816,Kirkwood,27750
1817,Drexel Heights,27749
1820,Fridley,27713
1821,West Scarborough,27706
1822,Queensbury,27703
1823,Rexburg,27663
1825,Shaker Heights,27646
1826,Bergenfield,27621
1827,Marshalltown,27620
1828,Tucker,27581
1829,Nutley,27572
1830,Lake Jackson,27533
1831,Plum,27505
1833,West Chicago,27447
1834,Allen Park,27425
1835,Wilmette,27413
1836,Imperial Beach,27408
1837,Glen Cove,27400
1839,Maryland Heights,27389
1840,Mason City,27366
1841,Crofton,27348
1843,Eagle Mountain,27332
1844,College Point,27307
1846,Lindenhurst,27277
1847,Spanaway,27227
1848,Belmont,27218
1849,Hunts Point,27204
1850,Holbrook,27195
1851,New London,27179
1852,Paso Robles,27157
1853,Tualatin,27154
1854,Fleming Island,27126
1855,Winona,27094
1856,Thomasville,27061
1857,Casselberry,27056
1858,Eureka,27017
1859,East Saint Louis,27006
1860,Garden City,27005
1862,Alton,27003
1863,University Park,26995
1865,Williston,26977
1866,Paramus,26974
1867,Back Mountain,26973
1868,West Milford,26968
1869,Jeffersontown,26946
1871,Horn Lake,26915
1872,Easton,26915
1873,Stoughton,26915
1874,Prairieville,26895
1875,Hyde Park,26893
1876,Dix Hills,26892
1877,Gladstone,26861
1878,Cutler Ridge,26831
1881,Wooster,26749
1882,Bessemer,26730
1883,Merrimack,26726
1884,Lemon Grove,26709
1885,Kankakee,26676
1886,Wethersfield,26668
1888,McHenry,26657
1889,Saugus,26628
1890,Stevens Point,26604
1891,West Linn,26593
1892,Superior,26579
1893,Tujunga,26527
1895,Magna,26505
1896,Batavia,26495
1897,Danvers,26493
1898,Cantonment,26493
1899,Shoreview,26477
1902,Smithtown,26470
1903,Pearl,26462
1904,Mansfield City,26439
1905,Mercerville-Hamilton Square,26419
1906,North Creek,26410
1907,Carbondale,26399
1908,Westport,26391
1909,Medina,26339
1910,Bay Shore,26337
1911,Vernon Hills,26314
1912,Zionsville,26296
1913,Norco,26289
1914,Wasco,26279
1916,Fortuna Foothills,26265
1917,Barberton,26234
1918,Kingsville,26225
1919,Statesville,26221
1920,Plainview,26217
1921,Laurel,26215
1923,South Pasadena,26151
1924,Howard Beach,26148
1926,Four Corners,26116
1927,South Laurel,26112
1928,Asheboro,26103
1929,Buenaventura Lakes,26079
1932,Twentynine Palms,26025
1933,Huntley,26005
1934,Pennsport,26000
1935,Xenia,25976
1936,Reisterstown,25968
1937,Green,25898
1938,Brawley,25897
1939,Yukon,25892
1940,Opportunity,25877
1943,Ramsey,25828
1944,Suitland,25825
1945,Pleasure Ridge Park,25813
1946,Rosedale,25812
1947,New Lenox,25800
1949,Neenah,25792
1950,Alvin,25791
1951,Key West,25755
1953,Temple Terrace,25731
1954,Owatonna,25725
1955,Homewood,25708
1956,Sahuarita,25707
1957,Maple Valley,25686
1958,Hazelwood,25661
1960,Lemoore,25647
1961,Mint Hill,25627
1963,Long Island City,25595
1964,Cabot,25587
1965,Reedley,25569
1966,Edgewood,25562
1967,Meadow Woods,25558
1968,South Portland,25556
1969,West Whittier-Los Nietos,25540
1971,Zanesville,25498
1972,Colleyville,25487
1974,Ossining,25441
1978,Melrose Park,25379
1979,Starkville,25366
1980,Lochearn,25333
1981,Chanhassen,25332
1982,Hercules,25314
1983,Galt,25303
1984,Prior Lake,25282
1985,Castlewood,25271
1986,Grandview,25256
1988,Yarmouth,25243
1989,Sandusky,25212
1990,Balch Springs,25210
1991,White Bear Lake,25205
1992,Chaska,25199
1993,Harvey,25194
1994,Middle River,25191
1996,Ardmore,25176
1997,Lockport,25175
1998,Woodburn,25173
1999,Wyandotte,25156
2000,Mauldin,25135
2001,Belvidere,25132
2002,Moscow,25060
2004,West Memphis,25052
2006,Mercer Island,25042
2007,Bridgeton,25031
2009,Soledad,25003
2011,Brownsburg,24996
2012,Saginaw Township North,24994
2013,Edwardsville,24992
2016,Sanger,24950
2019,San Fernando,24931
2020,Rockledge,24926
2021,Hastings,24924
2022,Cave Spring,24922
2023,North Tustin,24917
2024,East Amherst,24914
2025,Whitehall Township,24896
2026,Daphne,24896
2027,Paducah,24864
2028,Cliffside Park,24857
2029,Elmwood Park,24840
2030,Vineyard,24836
2032,Hazleton,24825
2033,Coronado,24812
2034,Hillside,24808
2035,Eagle River,24793
2036,South Salt Lake,24788
2037,Paris,24782
2038,Northport,24772
2039,Uniondale,24759
2041,Ponca City,24758
2042,Muskego,24755
2043,Collinsville,24754
2045,Short Pump,24729
2047,Dedham,24729
2048,De Pere,24724
2049,Caledonia,24684
2050,Inkster,24672
2051,Vincentown,24664
2052,Bixby,24657
2053,Emporia,24649
2054,Fort Dodge,24649
2055,Walker,24647
2056,Palmetto Bay,24642
2057,Ottumwa,24624
2058,Junction City,24621
2059,Seal Beach,24619
2060,Tarpon Springs,24605
2062,Herndon,24568
2064,Sachse,24554
2065,Sun City West,24535
2066,Watauga,24525
2068,San Benito,24496
2070,Forest Grove,24457
2071,Staunton,24416
2072,Selma,24414
2073,South Windsor,24412
2074,North Potomac,24410
2075,Homer Glen,24395
2076,Coral Terrace,24376
2078,Ridgeland,24351
2079,Scaggsville,24333
2080,Cudahy,24311
2082,New Smyrna Beach,24298
2083,South Plainfield,24290
2085,Columbine,24280
2086,Greenbelt,24272
2087,South Riding,24256
2088,Citrus Park,24252
2089,Boca Del Mar,24244
2090,Newport,24232
2091,Norton Shores,24208
2092,Barstow Heights,24202
2093,Rockville Centre,24201
2094,Searcy,24196
2095,North Platte,24194
2096,Rolling Meadows,24190
2097,Carteret,24170
2098,Immokalee,24154
2101,Riverbank,24122
2102,Zion,24117
2103,Trotwood,24096
2104,North Haven,24093
2105,Summerlin South,24085
2106,Mahwah,24062
2107,Loma Linda,24045
2108,Peekskill,24043
2109,Keystone,24039
2110,Baldwin,24033
2111,Fairfax,24013
2113,Sebastian,24007
2114,Holt,23973
2115,Muscatine,23968
2116,Elk River,23963
2117,Rock Springs,23962
2118,Golden Gate,23961
2119,Corsicana,23952
2120,Hialeah Gardens,23926
2121,Waverly,23925
2122,Hunt Valley,23915
2123,Fuquay-Varina,23907
2124,Fountain Hills,23899
2125,Unionport,23895
2126,Champlin,23894
2127,South Portland Gardens,23893
2128,Centerville,23882
2130,Bainbridge Island,23840
2131,Morrisville,23820
2132,Marshall,23820
2134,Kernersville,23811
2135,Dickinson,23765
2136,Old Bridge,23753
2137,Fort Washington,23717
2138,Dinuba,23702
2139,Van Nest,23700
2140,Barstow,23692
2141,Fairland,23681
2142,Brookings,23657
2143,Blue Island,23652
2144,Faribault,23650
2145,Baileys Crossroads,23643
2146,Eagle,23612
2147,Norland,23604
2148,Scotch Plains,23584
2149,Glenville,23559
2150,El Cerrito,23549
2152,Derby,23509
2153,Graham,23491
2154,Ilchester,23476
2155,Bayonet Point,23467
2157,Loves Park,23455
2158,Avon Lake,23453
2159,San Lorenzo,23452
2160,Morton Grove,23448
2161,Kingston,23436
2162,Romulus,23417
2163,McDonough,23417
2164,Rosemount,23413
2166,Laguna Beach,23365
2168,Bellview,23355
2169,Terrytown,23319
2170,Crestview,23270
2171,Keene,23265
2173,Gallup,23240
2174,South Old Bridge,23233
2175,Duncan,23231
2176,Griffin,23211
2177,Dolton,23197
2178,Webster Groves,23177
2179,Belton,23168
2181,East Elmhurst,23150
2182,Denison,23150
2183,Kerrville,23136
2184,Pooler,23133
2185,Mequon,23132
2186,Vicksburg,23131
2187,Morrisania,23127
2188,Wright,23127
2189,Palm City,23120
2190,Middleborough,23116
2191,Arnold,23106
2192,Isla Vista,23096
2193,Vero Beach South,23092
2194,Van Buren,23081
2195,East Peoria,23080
2196,Landover,23078
2197,Windham,23072
2198,Jacksonville Beach,23064
2199,Calabasas,23058
2200,Solon,23043
2201,Chantilly,23039
2202,Candler-McAfee,23025
2203,Roselle,22994
2204,Copiague,22993
2205,Munster,22984
2206,Ladera Ranch,22980
2207,Lisle,22964
2208,Picnic Point-North Lynnwood,22953
2209,East Naples,22951
2210,Crystal,22943
2211,Cloverleaf,22942
2212,Dixiana,22940
2214,Machesney Park,22927
2215,Morgan Park,22924
2216,Noe Valley,22893
2217,East Tremont,22886
2218,Pelham,22885
2220,Tremont,22870
2221,Lincolnia,22855
2222,Kiryas Joel,22851
2223,Valinda,22822
2225,Haines City,22807
2228,Millbrae,22795
2229,Newberg,22780
2230,The Crossings,22758
2231,Valley Station,22756
2232,Lennox,22753
2233,East Lake-Orient Park,22753
2235,Wilsonville,22729
2236,Hutto,22722
2237,Bloomingdale,22711
2238,West Odessa,22707
2239,Inglewood-Finn Hill,22707
2240,Oak Harbor,22693
2242,Rosemont,22681
2243,Auburn Hills,22672
2244,Pottstown,22664
2245,Leisure City,22655
2246,West Puente Valley,22636
2247,Willoughby,22631
2248,Maple Heights,22631
2249,Benbrook,22629
2250,Cranford,22627
2255,Avon,22544
2256,Visitacion Valley,22534
2257,North Augusta,22522
2258,Guilford,22498
2259,Cottage Lake,22494
2260,Corcoran,22477
2262,East Patchogue,22469
2264,Hudson,22437
2265,Port Hueneme,22423
2266,Holiday,22403
2267,Near South Side,22401
2268,Radcliff,22387
2269,Hopewell,22378
2270,New Castle,22375
2271,Grand Boulevard,22373
2272,South Elgin,22365
2273,Prichard,22351
2274,New Brighton,22351
2275,Anniston,22347
2277,Ruston,22340
2279,Midlothian,22318
2280,Oxford,22314
2282,Darien,22256
2285,Ludlow,22201
2286,South Bradenton,22178
2288,North Plainfield,22140
2289,Acworth,22131
2290,Pascagoula,22126
2291,Sunny Isles Beach,22123
2292,Roseburg,22114
2294,Merrick,22097
2295,Somerset,22083
2296,Moses Lake,22082
2297,Northdale,22079
2298,Greater Northdale,22079
2300,Summit,22074
2302,Alliance,22055
2303,LaPorte,22053
2304,Kalispell,22052
2305,South Holland,22043
2307,Kenmore,22030
2308,Del City,22022
2309,Derry,22015
2310,Hamtramck,22002
2311,Great Kills,22000
2312,Wekiwa Springs,21998
2314,Duarte,21990
2315,Converse,21987
2316,Villa Park,21969
2318,Park Forest,21954
2319,Christiansburg,21943
2320,Jurupa Valley,21930
2321,Ashland,21925
2322,West and East Lealman,21924
2323,Farragut,21919
2325,Prairie Village,21877
2326,Smithfield,21872
2328,Wadsworth,21860
2329,Camas,21846
2330,Fort Walton Beach,21817
2331,Geneva,21806
2332,Brent,21804
2333,South Euclid,21794
2334,Brushy Creek,21764
2336,Sugar Hill,21747
2337,Westchase,21747
2338,Chillicothe,21727
2339,South Lake Tahoe,21706
2340,Anthem,21700
2341,West Carson,21699
2342,Massapequa,21685
2346,Lumberton,21667
2347,Taylors,21617
2348,Yucca Valley,21600
2349,Westford,21587
2351,Allison Park,21552
2352,Bay Point,21534
2354,Sedalia,21516
2355,Naples,21512
2356,Patterson,21498
2358,Waynesboro,21491
2359,Albertville,21462
2360,Stoneham,21437
2361,Basking Ridge,21424
2362,Perrysburg,21423
2365,Klamath Falls,21399
2366,Green Valley,21391
2368,Mandan,21382
2370,Okemos,21369
2372,East Moline,21350
2373,West Pensacola,21339
2374,Kinston,21337
2375,Shelbyville,21317
2376,Marquette,21297
